image_id,latitude,longitude,captured_at,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2915986501996932,39.246736253759,-84.348286233443,1587568323500,0.6355054378509521,51126,264625,83149,322593
2915986501996932,39.246736253759,-84.348286233443,1587568323500,0.5077096223831177,12409,256290,27384,311759
1897179061110589,39.0780617,-84.3509808,1743606372666,0.5376694202423096,139384,238413,177418,309059
2866502963657689,39.10966,-84.359314722222,1655299712525,0.5701289176940918,220944,251654,242306,296093
5173600826037747,39.114300499972,-84.422609899972,1569682863000,0.5986417531967163,246661,259618,405989,408321
9555339014560133,39.0931706,-84.499085,1745410454000,0.57616126537323,194080,269900,244720,318048
1568241100239679,39.066499722222,-84.363456388889,1655389786092,0.7638474702835083,262498,250656,308048,303235
2471060459867574,39.2107861328,-84.462360026051,1610455068400,0.5257692933082581,181226,213098,318414,327440
9926969710688801,39.0872272,-84.4767764,1745329583666,0.5282976627349854,128831,247719,186579,318082
2184136868428980,39.076854166667,-84.408394166667,1655383321944,0.5662916898727417,193344,223874,208969,300709
2271574626305994,39.063304722222,-84.51341,1587229967297,0.5098961591720581,203256,224098,221090,282191
1738751976470092,39.086033055556,-84.318551666667,1655228597564,0.5464249849319458,218014,234552,236475,298907
2924070781105993,39.1040575,-84.3094631,1743684007500,0.51279217004776,263236,272784,280085,297494
2720052854952909,39.190788833333,-84.468532166667,1539719880447,0.603163480758667,19451,316176,109644,389965
1486834698414830,39.075440277778,-84.315440277778,1655220749182,0.516903281211853,181920,223530,194738,299739
2877386002527992,39.131306624812,-84.53092763985,1566151983514,0.6731716990470886,100470,267486,158093,329384
2877386002527992,39.131306624812,-84.53092763985,1566151983514,0.6058254241943359,165469,306941,185983,337633
2857094444586691,39.079776666667,-84.352918888889,1655317555467,0.5026707649230957,116224,263944,150998,300771
2944403129164155,39.080033611111,-84.509328888889,1587221660419,0.6184929013252258,209987,249224,225696,282638
4050450108557916,39.071145,-84.4052953,1743520490000,0.7435120940208435,312614,265649,326120,310775
4050450108557916,39.071145,-84.4052953,1743520490000,0.5730041861534119,110996,272030,124648,318084
1743128643266623,39.0724611,-84.4065819,1743521064000,0.6528571844100952,100504,248976,145177,310601
1743854056543178,39.1065472,-84.3760147,1743697262000,0.5401621460914612,215406,222292,239803,313261
1761585408035932,39.0598744,-84.3248925,1743595221000,0.6441481709480286,217563,261812,253382,294499
2143248289149639,39.142864299972,-84.388771899972,1569683083000,0.5695512890815735,145942,243823,183559,343199
1483161516400089,39.0919867,-84.485475,1745411264666,0.6373037099838257,186442,218310,207248,315561
9647181705402045,39.0948761,-84.4633089,1745327610800,0.6323628425598145,226397,284166,263944,313782
2644270499097563,39.0928467,-84.4862775,1745411246333,0.5249005556106567,282083,267012,299140,315679
5779895685386076,39.1283997,-84.511296999972,1569157450500,0.7308086156845093,-108,275794,156994,403360
1704135663850285,39.1104422,-84.3796883,1743696086666,0.5609627962112427,218951,234770,259991,303692
1480920859980025,39.0757306,-84.3659928,1743537960000,0.6921130418777466,288879,248543,315162,311663
1749996665172303,39.0936407,-84.564626599972,1569159117500,0.6777969002723694,601,284062,117179,349328
1472120326463184,39.135660899972,-84.514381,1623490353000,0.7657853364944458,63511,275863,142115,346162
1475310913821430,39.1163586,-84.3216942,1743690515333,0.5770959854125977,233084,282957,244340,306248
4031625716904492,39.123690753643,-84.454732817135,1578841198689,0.588925838470459,204909,179974,221404,286924
1618709288323114,39.07138104176,-84.462917530911,1578840721105,0.5791110396385193,182584,304382,228908,409547
5513795255355928,39.082954444444,-84.357931388889,1655317997964,0.5058621764183044,278125,255902,301261,306692
4056789214405015,39.14337290653,-84.535968548795,1506001882908,0.535510241985321,115358,282749,147199,318556
9656043837849967,39.0866892,-84.5000261,1745346046000,0.6514507532119751,214709,234656,239370,316641
1758477194700007,39.0716656,-84.4041803,1743520502000,0.5617271661758423,248711,272503,282468,309633
2846625165598754,39.016404166667,-84.625424333333,1562170960000,0.7340645790100098,70610,313956,105794,344172
2846625165598754,39.016404166667,-84.625424333333,1562170960000,0.5447773933410645,5925,342144,52418,396152
3277794929026124,39.207143018172,-84.704619070299,1526999119964,0.606010913848877,34803,149756,118640,354347
1520753475086459,39.204133300778,-84.466668294273,1610509177400,0.7092205286026001,85561,227639,238095,365517
1721425224724020,39.1285449,-84.5248804,1568050991500,0.7555884122848511,12,335212,71135,408179
1897783010958854,39.0882347,-84.3653817,1743619113500,0.6481162309646606,236318,269247,274694,302818
1668892613295229,39.110064299972,-84.527593199972,1568557799500,0.5977892875671387,117496,279253,180258,409254
2994356354121129,39.082736774096,-84.710009404922,1600616716477,0.5776119232177734,4312,323816,136254,396285
5405662582837593,39.282177666667,-84.371408333333,1539625660430,0.6516250967979431,193015,306411,237332,384517
5892623934147121,39.076603333333,-84.326973333333,1655221420863,0.5695868134498596,177114,232910,203706,299326
1681544789113370,39.0854142,-84.3417767,1743624062500,0.5406724810600281,225884,239433,260190,304273
1736981753883650,39.0749686,-84.3457894,1743606140000,0.6119945049285889,291703,249514,310401,312063
1736981753883650,39.0749686,-84.3457894,1743606140000,0.5298231244087219,213548,267559,235438,311943
1742689152589459,39.1996304,-84.59187703,1489076552373,0.6743240356445312,8264,303548,91070,376602
1800157416824432,39.069806395812,-84.438335270825,1578839990689,0.5893775820732117,209081,239711,228404,288358
2835374436674976,39.054159,-84.393891,1491741370000,0.5564453601837158,259524,266270,360373,379048
2832023153774320,39.105888611111,-84.356712222222,1655299447830,0.567787766456604,185997,257408,198165,299563
6062290267118094,39.1604183,-84.771559199972,1569161071000,0.5506184697151184,275280,316739,401745,404263
4136870346352351,39.1131723,-84.5274567,1568557823000,0.547001302242279,136782,248489,193668,408091
7660426644027464,39.081811388889,-84.352941111111,1655317677968,0.5164916515350342,299133,264919,316853,303844
1474191766939897,39.0948908,-84.4854525,1745412960000,0.6072508692741394,253388,274856,268431,310655
1706950112828356,39.271397426735,-84.506980116813,1505920588469,0.6981284618377686,120295,235414,159362,287812
2071155553401984,39.070185,-84.3725372,1743534518333,0.5336325764656067,187292,239544,205628,318539
1699638606899530,39.206679952135,-84.710455071748,1526999139431,0.5290314555168152,35311,160965,118136,350486
3043874842498970,39.263687190553,-84.335384834528,1587220101833,0.5678752660751343,194388,244155,206816,289800
2284444931704154,39.060896388889,-84.333033611111,1655473393810,0.6377288699150085,263358,264391,296967,298648
4920886494614564,39.1134275,-84.4972755,1568314847500,0.5979518294334412,224485,272202,275399,409751
2938023903121672,39.1901789,-84.59982364,1489079842915,0.798374593257904,50,317173,125478,409264
2295670083898175,39.010568860953,-84.634625163746,1531671272913,0.6889656186103821,189130,309665,241883,375876
9465963853471993,39.0747133,-84.3429603,1743606112000,0.5034636855125427,273487,278911,290217,307577
3029534617275394,39.257303333333,-84.601376333333,1539718509845,0.5351740121841431,65515,318308,99507,383040
1766891250544517,39.1088789,-84.3795222,1743696017500,0.6567150354385376,210122,218827,237704,314402
9116010028505409,39.0922183,-84.4946022,1745348007000,0.7155109643936157,112846,265335,139825,315640
5008269229208124,39.114676099972,-84.4969157,1568314753000,0.7384790182113647,260824,276124,321910,357471
1630649644420668,39.0858661,-84.4761478,1745418065750,0.791703462600708,134035,280322,169902,313587
9922426954448354,39.0766311,-84.3249544,1743603738333,0.5095827579498291,187162,249027,194620,269158
3050869775143185,39.264658451255,-84.339756556133,1588004142666,0.6557365655899048,126329,283547,142784,323317
1753685795179882,39.0907081,-84.3191186,1743685840000,0.5649680495262146,219281,251225,233831,313611
4256100157744840,39.153264368173,-84.81693400334,1619882093490,0.5834877490997314,53342,314909,176332,409914
3497093403859762,39.073740277778,-84.354409166667,1655317378147,0.662761926651001,213052,245878,232556,299636
2506745496328071,39.0718986,-84.3821644,1743529963333,0.6666942834854126,104594,268627,119752,318304
1934730420010915,39.177236111111,-84.487127777778,1436026410000,0.5243439078330994,70980,289933,126047,343806
1714485526148276,39.0962831,-84.3439994,1743621929000,0.6444790363311768,268840,258934,291065,305594
1601432376707450,39.092435999972,-84.5649975,1569159184500,0.8530806303024292,275535,291209,408608,409047
4356289044383993,39.069699746715,-84.424097616615,1578841677689,0.5033449530601501,163667,244055,177991,287217
9756525464430721,39.0920797,-84.4802519,1745329264000,0.6032666563987732,226536,235767,271223,313324
1645656315643404,39.083804754504,-84.738626235465,1568056002523,0.6195438504219055,180914,335586,193191,382603
3118230411796934,39.1381238,-84.4257632,1570898885500,0.8190256357192993,2310,258236,147251,350088
3118230411796934,39.1381238,-84.4257632,1570898885500,0.6949781179428101,168495,310950,196339,409305
3118230411796934,39.1381238,-84.4257632,1570898885500,0.6785573363304138,258617,256881,409435,348722
9471598746251160,39.0754683,-84.3606342,1743537402000,0.58151775598526,311059,254935,327588,314111
3211834989093684,39.0865677,-84.506012999972,1568315626500,0.5452307462692261,176337,316505,214342,379421
3920913901363682,39.148609,-84.7701037,1569160767500,0.5128508806228638,-295,337250,63212,405252
4233522460069001,39.277839363125,-84.367150519848,1587743256333,0.6125439405441284,118996,262393,169708,309314
3961625107290286,39.022922069282,-84.339935447585,1578839337689,0.5032758116722107,232427,189116,247225,219389
5882791865079210,39.191655166667,-84.352762833333,1539651175442,0.7416694164276123,201476,305114,226090,382783
2871847919737344,39.1749895,-84.295211666667,1539722054142,0.6920272707939148,154531,321711,172385,376646
1601887533342298,39.092683161143,-84.2625528333,1578842481190,0.5554172992706299,280978,227010,296626,269791
1911822688974940,39.094353691667,-84.261821752744,1511796032445,0.579246997833252,77146,280335,130240,328008
3784530521676209,39.108381089791,-84.531570682381,1545788679166,0.779013991355896,141872,273491,212208,390800
1741036732734997,39.1126524,-84.513193299972,1570896434500,0.5621789693832397,154033,259394,195256,410030
1557547234438230,39.208856833333,-84.475353,1539638347668,0.6579068303108215,215421,310638,246812,387839
5526387477435674,39.234067099972,-84.433722299972,1623491938000,0.8428121209144592,73518,270600,152731,339080
5526387477435674,39.234067099972,-84.433722299972,1623491938000,0.7929016351699829,224162,267912,261497,327661
5526387477435674,39.234067099972,-84.433722299972,1623491938000,0.5375001430511475,150785,295995,166416,319898
4527740993926862,39.232818188087,-84.368392502101,1588000004000,0.6672683358192444,149248,236116,189645,284213
2940317349623366,39.0430426416,-84.3316494554,1578851685565,0.5874319076538086,26961,277281,121961,410131
1727987158119316,39.0907647,-84.4857597,1745328603500,0.5594599843025208,192244,243857,208467,318063
1727987158119316,39.0907647,-84.4857597,1745328603500,0.5064345598220825,129293,262331,148895,317621
4091848627561634,39.098972906395,-84.257902130563,1545614350207,0.6068093180656433,-127,318592,53948,397005
4220546581368774,39.231793667775,-84.363134728021,1587482918000,0.5783239603042603,959,247286,32701,308244
5149984531758406,39.132746666667,-84.366145555556,1655216310985,0.5637820959091187,184238,277418,200067,301026
1733639440899499,39.0753753,-84.4716761,1745422070333,0.5160459280014038,164498,226277,193295,294765
1733639440899499,39.0753753,-84.4716761,1745422070333,0.5136072635650635,108316,284067,121956,318426
3213063348978314,39.1156621,-84.498773099972,1568314953500,0.6557949781417847,197296,250899,405164,408306
3405726726197571,39.135360599972,-84.506402399972,1568467367500,0.6098334789276123,231259,267487,408019,409115
2909275272624895,39.111358666667,-84.527593166667,1539645620443,0.5855631828308105,39972,303314,149432,382047
3360067884264526,39.061752929678,-84.525569661474,1610456308400,0.5633943676948547,260867,234101,409581,320756
2875222459404770,39.175201999972,-84.2810302,1569683999500,0.5376298427581787,245119,291819,313149,404281
3943174795949085,39.0472086,-84.3658939,1743517449000,0.7328827977180481,225208,265160,247582,306838
1614213498772214,39.051892900001,-84.5589375,1530187717692,0.6954508423805237,225121,253088,287221,408591
24148765548047188,39.0379589,-84.3244858,1743514024000,0.7064313888549805,214742,265796,227440,316713
1771449656369654,39.107533833333,-84.514535,1539645254112,0.7444254159927368,154445,314810,190514,376929
1895841037896790,39.0376189,-84.3245508,1743514006500,0.5620497465133667,164750,263300,190018,311447
3260043187644010,39.128311360697,-84.534114583322,1610455966600,0.8318592309951782,282162,211444,345001,410198
4238684649586134,39.269164270661,-84.32977590744,1587220197000,0.5042296648025513,326540,290269,350691,323353
2899395183717953,39.24266466,-84.61309181,1489081112924,0.5582482218742371,209986,261093,241073,338278
1560838381280286,39.0763819,-84.3775456,1743528843000,0.5329063534736633,195295,248354,207542,309563
5228277200609439,39.116797281892,-84.533907877598,1610456025200,0.6862082481384277,79751,328219,195789,394703
3295518657375769,39.216548665365,-84.460611979167,1610455030000,0.7868092060089111,124805,213427,328745,390756
1844810802364883,39.274706421457,-84.308238057498,1539809566146,0.5918729901313782,186299,309087,223122,379689
8763888340291649,39.0692425,-84.3968125,1655384456584,0.5712920427322388,207315,242390,218037,297331
2925712341056436,39.110794270813,-84.531555989586,1610456054400,0.6809481978416443,194121,310531,275260,390469
4867457496813348,39.0684442,-84.3950683,1743519575666,0.6758149266242981,276252,265832,296541,309360
3555363254569308,39.1834188,-84.56758828,1489079400010,0.5487666726112366,34225,231262,169534,331851
1714424542292294,39.122016601583,-84.535660807292,1610509997600,0.5552415251731873,171696,292020,404070,398021
2970347683273134,39.130994466135,-84.532923177086,1610455954200,0.7720441222190857,274424,239650,340706,405905
2972977826296317,39.218866166667,-84.526703166667,1539719032463,0.5637012124061584,251873,351246,274213,376522
1574910186508128,39.0673553,-84.3206906,1743599226000,0.6464922428131104,197315,266675,217706,317523
2888118084834602,39.255115973093,-84.343395117557,1587220021400,0.574684739112854,216622,256010,235565,291381
3004078983050680,39.2451099,-84.61159457,1489081088770,0.7060055732727051,191529,258977,241119,335122
3004078983050680,39.2451099,-84.61159457,1489081088770,0.5389127135276794,99626,276809,144772,338553
1654567205944793,39.0737369,-84.3544203,1743608764666,0.7423573136329651,201882,250565,214081,318977
2874457332797449,39.22570415,-84.5882125,1489079044162,0.7635306119918823,94184,250692,146282,304390
2948917978720056,39.04788186,-84.425619605833,1578839821396,0.6555012464523315,232443,229696,248830,284712
4090016474568343,39.0804778,-84.31226,1743605192333,0.555722713470459,179590,241394,203470,317837
1690098411588662,39.0456717,-84.34285,1743516110000,0.5655307173728943,191481,225319,207428,313066
2975891922647420,39.1570581,-84.7510668,1569161194500,0.5668329000473022,275580,326329,381327,409709
3915594221888514,39.271550666667,-84.411623,1539543014431,0.5092669725418091,170545,341512,187860,379343
1573908739483238,39.2081876,-84.450023599972,1623491602000,0.656549870967865,229794,262260,298974,329824
3416024008497874,39.201822666667,-84.516398833333,1539637934661,0.6177632808685303,66545,344614,103359,377747
3416024008497874,39.201822666667,-84.516398833333,1539637934661,0.5091686844825745,189698,312539,222153,388994
5452022034872861,39.09947568529,-84.507602807168,1569682254333,0.6717597246170044,-199,259744,109027,386969
2992045727690458,39.147583,-84.580034666667,1539635312120,0.5694329738616943,48930,345174,110233,396261
2990836701149069,39.23676449,-84.6135896,1489081175773,0.5442177653312683,199236,287324,253085,348060
1667773323433432,39.279676166667,-84.272483333333,1539480540709,0.5568008422851562,216809,333354,237245,400985
2796189143966812,39.25812,-84.240390666667,1539723369518,0.741762638092041,149597,321530,172158,383655
1603296696725596,39.245511,-84.254907833333,1539544334434,0.5740265846252441,202098,291686,228199,371202
2691334051159147,39.264668577843,-84.339551980135,1588004143750,0.5785834789276123,73647,282519,88807,325359
1649782358549065,39.270699532306,-84.315636879391,1587737988000,0.6288875937461853,219803,241987,249169,315070
1479888945683544,39.260254472813,-84.323759432559,1587562034000,0.5317664742469788,11004,254360,27460,288786
2973568729524627,39.247266899972,-84.380581199972,1623496275000,0.6378738284111023,150666,274494,187334,323829
2973568729524627,39.247266899972,-84.380581199972,1623496275000,0.5764318108558655,-767,303293,114530,376896
2877260309256035,39.231234299972,-84.396157099972,1568485263000,0.71503746509552,4644,251672,87312,293754
2877260309256035,39.231234299972,-84.396157099972,1568485263000,0.5244775414466858,235149,293500,274794,407177
2962773227272141,39.255891087911,-84.349409107119,1587569435000,0.6183421015739441,181300,239874,189544,259756
