image_id,latitude,longitude,captured_at,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2915986501996932,39.246736253759,-84.348286233443,1587568323500,0.6355054378509521,51126,264625,83149,322593
2915986501996932,39.246736253759,-84.348286233443,1587568323500,0.5077096223831177,12409,256290,27384,311759
1897179061110589,39.0780617,-84.3509808,1743606372666,0.5376694202423096,139384,238413,177418,309059
2866502963657689,39.10966,-84.359314722222,1655299712525,0.5701289176940918,220944,251654,242306,296093
5173600826037747,39.114300499972,-84.422609899972,1569682863000,0.5986417531967163,246661,259618,405989,408321
9555339014560133,39.0931706,-84.499085,1745410454000,0.57616126537323,194080,269900,244720,318048
1568241100239679,39.066499722222,-84.363456388889,1655389786092,0.7638474702835083,262498,250656,308048,303235
2471060459867574,39.2107861328,-84.462360026051,1610455068400,0.5257692933082581,181226,213098,318414,327440
9926969710688801,39.0872272,-84.4767764,1745329583666,0.5282976627349854,128831,247719,186579,318082
2184136868428980,39.076854166667,-84.408394166667,1655383321944,0.5662916898727417,193344,223874,208969,300709
2271574626305994,39.063304722222,-84.51341,1587229967297,0.5098961591720581,203256,224098,221090,282191
1738751976470092,39.086033055556,-84.318551666667,1655228597564,0.5464249849319458,218014,234552,236475,298907
2924070781105993,39.1040575,-84.3094631,1743684007500,0.51279217004776,263236,272784,280085,297494
2720052854952909,39.190788833333,-84.468532166667,1539719880447,0.603163480758667,19451,316176,109644,389965
1486834698414830,39.075440277778,-84.315440277778,1655220749182,0.516903281211853,181920,223530,194738,299739
2877386002527992,39.131306624812,-84.53092763985,1566151983514,0.6731716990470886,100470,267486,158093,329384
2877386002527992,39.131306624812,-84.53092763985,1566151983514,0.6058254241943359,165469,306941,185983,337633
2857094444586691,39.079776666667,-84.352918888889,1655317555467,0.5026707649230957,116224,263944,150998,300771
2944403129164155,39.080033611111,-84.509328888889,1587221660419,0.6184929013252258,209987,249224,225696,282638
4050450108557916,39.071145,-84.4052953,1743520490000,0.7435120940208435,312614,265649,326120,310775
4050450108557916,39.071145,-84.4052953,1743520490000,0.5730041861534119,110996,272030,124648,318084
1743128643266623,39.0724611,-84.4065819,1743521064000,0.6528571844100952,100504,248976,145177,310601
1743854056543178,39.1065472,-84.3760147,1743697262000,0.5401621460914612,215406,222292,239803,313261
1761585408035932,39.0598744,-84.3248925,1743595221000,0.6441481709480286,217563,261812,253382,294499
2143248289149639,39.142864299972,-84.388771899972,1569683083000,0.5695512890815735,145942,243823,183559,343199
1483161516400089,39.0919867,-84.485475,1745411264666,0.6373037099838257,186442,218310,207248,315561
9647181705402045,39.0948761,-84.4633089,1745327610800,0.6323628425598145,226397,284166,263944,313782
2644270499097563,39.0928467,-84.4862775,1745411246333,0.5249005556106567,282083,267012,299140,315679
5779895685386076,39.1283997,-84.511296999972,1569157450500,0.7308086156845093,-108,275794,156994,403360
1704135663850285,39.1104422,-84.3796883,1743696086666,0.5609627962112427,218951,234770,259991,303692
1480920859980025,39.0757306,-84.3659928,1743537960000,0.6921130418777466,288879,248543,315162,311663
1749996665172303,39.0936407,-84.564626599972,1569159117500,0.6777969002723694,601,284062,117179,349328
1472120326463184,39.135660899972,-84.514381,1623490353000,0.7657853364944458,63511,275863,142115,346162
1475310913821430,39.1163586,-84.3216942,1743690515333,0.5770959854125977,233084,282957,244340,306248
4031625716904492,39.123690753643,-84.454732817135,1578841198689,0.588925838470459,204909,179974,221404,286924
1618709288323114,39.07138104176,-84.462917530911,1578840721105,0.5791110396385193,182584,304382,228908,409547
5513795255355928,39.082954444444,-84.357931388889,1655317997964,0.5058621764183044,278125,255902,301261,306692
4056789214405015,39.14337290653,-84.535968548795,1506001882908,0.535510241985321,115358,282749,147199,318556
9656043837849967,39.0866892,-84.5000261,1745346046000,0.6514507532119751,214709,234656,239370,316641
1758477194700007,39.0716656,-84.4041803,1743520502000,0.5617271661758423,248711,272503,282468,309633
2846625165598754,39.016404166667,-84.625424333333,1562170960000,0.7340645790100098,70610,313956,105794,344172
2846625165598754,39.016404166667,-84.625424333333,1562170960000,0.5447773933410645,5925,342144,52418,396152
3277794929026124,39.207143018172,-84.704619070299,1526999119964,0.606010913848877,34803,149756,118640,354347
1520753475086459,39.204133300778,-84.466668294273,1610509177400,0.7092205286026001,85561,227639,238095,365517
1721425224724020,39.1285449,-84.5248804,1568050991500,0.7555884122848511,12,335212,71135,408179
1897783010958854,39.0882347,-84.3653817,1743619113500,0.6481162309646606,236318,269247,274694,302818
1668892613295229,39.110064299972,-84.527593199972,1568557799500,0.5977892875671387,117496,279253,180258,409254
2994356354121129,39.082736774096,-84.710009404922,1600616716477,0.5776119232177734,4312,323816,136254,396285
5405662582837593,39.282177666667,-84.371408333333,1539625660430,0.6516250967979431,193015,306411,237332,384517
5892623934147121,39.076603333333,-84.326973333333,1655221420863,0.5695868134498596,177114,232910,203706,299326
1681544789113370,39.0854142,-84.3417767,1743624062500,0.5406724810600281,225884,239433,260190,304273
1736981753883650,39.0749686,-84.3457894,1743606140000,0.6119945049285889,291703,249514,310401,312063
1736981753883650,39.0749686,-84.3457894,1743606140000,0.5298231244087219,213548,267559,235438,311943
1742689152589459,39.1996304,-84.59187703,1489076552373,0.6743240356445312,8264,303548,91070,376602
1800157416824432,39.069806395812,-84.438335270825,1578839990689,0.5893775820732117,209081,239711,228404,288358
2835374436674976,39.054159,-84.393891,1491741370000,0.5564453601837158,259524,266270,360373,379048
2832023153774320,39.105888611111,-84.356712222222,1655299447830,0.567787766456604,185997,257408,198165,299563
6062290267118094,39.1604183,-84.771559199972,1569161071000,0.5506184697151184,275280,316739,401745,404263
4136870346352351,39.1131723,-84.5274567,1568557823000,0.547001302242279,136782,248489,193668,408091
7660426644027464,39.081811388889,-84.352941111111,1655317677968,0.5164916515350342,299133,264919,316853,303844
1474191766939897,39.0948908,-84.4854525,1745412960000,0.6072508692741394,253388,274856,268431,310655
1706950112828356,39.271397426735,-84.506980116813,1505920588469,0.6981284618377686,120295,235414,159362,287812
2071155553401984,39.070185,-84.3725372,1743534518333,0.5336325764656067,187292,239544,205628,318539
1699638606899530,39.206679952135,-84.710455071748,1526999139431,0.5290314555168152,35311,160965,118136,350486
3043874842498970,39.263687190553,-84.335384834528,1587220101833,0.5678752660751343,194388,244155,206816,289800
2284444931704154,39.060896388889,-84.333033611111,1655473393810,0.6377288699150085,263358,264391,296967,298648
4920886494614564,39.1134275,-84.4972755,1568314847500,0.5979518294334412,224485,272202,275399,409751
2938023903121672,39.1901789,-84.59982364,1489079842915,0.798374593257904,50,317173,125478,409264
2295670083898175,39.010568860953,-84.634625163746,1531671272913,0.6889656186103821,189130,309665,241883,375876
9465963853471993,39.0747133,-84.3429603,1743606112000,0.5034636855125427,273487,278911,290217,307577
3029534617275394,39.257303333333,-84.601376333333,1539718509845,0.5351740121841431,65515,318308,99507,383040
1766891250544517,39.1088789,-84.3795222,1743696017500,0.6567150354385376,210122,218827,237704,314402
9116010028505409,39.0922183,-84.4946022,1745348007000,0.7155109643936157,112846,265335,139825,315640
5008269229208124,39.114676099972,-84.4969157,1568314753000,0.7384790182113647,260824,276124,321910,357471
1630649644420668,39.0858661,-84.4761478,1745418065750,0.791703462600708,134035,280322,169902,313587
9922426954448354,39.0766311,-84.3249544,1743603738333,0.5095827579498291,187162,249027,194620,269158
3050869775143185,39.264658451255,-84.339756556133,1588004142666,0.6557365655899048,126329,283547,142784,323317
1753685795179882,39.0907081,-84.3191186,1743685840000,0.5649680495262146,219281,251225,233831,313611
4256100157744840,39.153264368173,-84.81693400334,1619882093490,0.5834877490997314,53342,314909,176332,409914
3497093403859762,39.073740277778,-84.354409166667,1655317378147,0.662761926651001,213052,245878,232556,299636
2506745496328071,39.0718986,-84.3821644,1743529963333,0.6666942834854126,104594,268627,119752,318304
1934730420010915,39.177236111111,-84.487127777778,1436026410000,0.5243439078330994,70980,289933,126047,343806
1714485526148276,39.0962831,-84.3439994,1743621929000,0.6444790363311768,268840,258934,291065,305594
1601432376707450,39.092435999972,-84.5649975,1569159184500,0.8530806303024292,275535,291209,408608,409047
4356289044383993,39.069699746715,-84.424097616615,1578841677689,0.5033449530601501,163667,244055,177991,287217
9756525464430721,39.0920797,-84.4802519,1745329264000,0.6032666563987732,226536,235767,271223,313324
1645656315643404,39.083804754504,-84.738626235465,1568056002523,0.6195438504219055,180914,335586,193191,382603
3118230411796934,39.1381238,-84.4257632,1570898885500,0.8190256357192993,2310,258236,147251,350088
3118230411796934,39.1381238,-84.4257632,1570898885500,0.6949781179428101,168495,310950,196339,409305
3118230411796934,39.1381238,-84.4257632,1570898885500,0.6785573363304138,258617,256881,409435,348722
9471598746251160,39.0754683,-84.3606342,1743537402000,0.58151775598526,311059,254935,327588,314111
